Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
113950392,00000281,false,Rx,0,2,D9,F3,00,00,00,00,00,00,
113951188,000002C4,false,Rx,0,8,38,17,FF,64,64,64,00,F0,
113955124,000000E4,false,Rx,0,8,3B,F2,88,82,22,FF,7F,8E,
113956228,00000199,false,Rx,0,6,41,F2,E6,7E,0D,A0,00,00,
113957268,0000012F,false,Rx,0,8,0D,78,8A,DD,F2,05,33,0B,
113958368,0000019A,false,Rx,0,6,C9,F2,AC,7E,00,20,00,00,
113959368,0000019F,false,Rx,0,6,5D,F2,F8,7F,00,20,00,00,
113960520,00000289,false,Rx,0,8,7B,FE,E0,E0,E1,00,0C,00,
113961612,0000018F,false,Rx,0,5,0B,80,F1,FF,FF,00,00,00,
113962552,000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
113964504,000001C4,false,Rx,0,7,84,00,82,00,DC,F8,FF,00,
113965548,000002BB,false,Rx,0,5,4A,FE,83,00,F2,00,00,00,
113966496,000001C5,false,Rx,0,7,86,00,80,00,DC,F8,FF,00,
113967544,00000302,false,Rx,0,7,FF,FF,0B,80,FF,FF,FF,00,
113968592,00000369,false,Rx,0,5,DE,F1,A2,A0,A0,00,00,00,
113980100,000002C3,false,Rx,0,5,07,14,0F,00,00,00,00,00,
113984692,00000267,false,Rx,0,6,E1,FD,04,00,DE,01,00,00,
113995120,000000A5,false,Rx,0,8,D1,F5,12,18,81,42,0B,F1,
114001380,00000297,false,Rx,0,7,93,ED,F0,EC,F0,F0,FC,00,
114009508,00000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
114025800,000002BF,false,Rx,0,3,81,31,14,00,00,00,00,00,
114030996,000001B3,false,Rx,0,8,FC,C3,00,F7,04,FF,80,F1,
114036312,0000032E,false,Rx,0,8,FF,FF,FF,51,BE,FF,FF,3B,
114037452,000003F8,false,Rx,0,7,00,FF,FF,1F,34,FF,FF,00,
114040256,00000573,false,Rx,0,8,00,00,00,00,BC,0A,00,73,
114046072,000001A6,false,Rx,0,8,41,00,40,00,3F,00,E0,FF,
114048828,00000281,false,Rx,0,2,D5,F3,00,00,00,00,00,00,
114055120,000000E4,false,Rx,0,8,3A,FC,88,82,22,FF,7F,8E,
114056228,00000199,false,Rx,0,6,E9,FC,C1,7E,0D,A0,00,00,
114057288,0000012F,false,Rx,0,8,50,79,8A,DD,F2,05,33,0B,
114058392,0000019A,false,Rx,0,6,45,FC,92,7E,00,20,00,00,
114059384,0000019F,false,Rx,0,6,31,FC,0B,80,00,20,00,00,
114060536,00000289,false,Rx,0,8,27,F1,E0,E0,E1,00,0C,00,
114061628,000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
114062572,000001C4,false,Rx,0,7,84,00,82,00,E6,F8,FF,00,
114063652,000001C5,false,Rx,0,7,86,00,80,00,E6,F8,FF,00,
114064692,000002BB,false,Rx,0,5,22,F1,83,00,F2,00,00,00,
114095160,000000A5,false,Rx,0,8,05,FA,11,18,81,3E,0B,F1,
114109492,00000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
114126180,000002BF,false,Rx,0,3,81,31,14,00,00,00,00,00,
114131000,000001B3,false,Rx,0,8,FC,C3,00,F8,04,FF,80,F2,
114136408,00000246,false,Rx,0,5,0C,F4,00,FC,FF,00,00,00,
114146024,000001A6,false,Rx,0,8,41,00,40,00,3F,00,70,F1,
114147116,00000267,false,Rx,0,6,E1,FD,04,00,DE,01,00,00,
114149184,00000173,false,Rx,0,8,8C,F5,00,02,20,00,F2,D7,
114150268,00000281,false,Rx,0,2,DA,F3,00,00,00,00,00,00,
114155124,000000E4,false,Rx,0,8,0F,F7,88,82,22,FF,7F,8E,
114156220,00000199,false,Rx,0,6,94,F7,BC,7E,0D,A0,00,00,
114157244,0000012F,false,Rx,0,8,0D,7A,8A,DD,F1,05,33,0B,
114158344,0000019A,false,Rx,0,6,59,F7,A1,7E,00,20,00,00,
114159340,0000019F,false,Rx,0,6,65,F7,0A,80,00,20,00,00,
114160464,00000289,false,Rx,0,8,9D,F3,E0,E0,E1,00,0C,00,
114161556,0000018F,false,Rx,0,5,0B,80,F1,FF,FF,00,00,00,
114162496,000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
114164460,000001C4,false,Rx,0,7,84,00,82,00,F0,F8,FF,00,
114165504,000002BB,false,Rx,0,5,05,F3,83,00,F2,00,00,00,
114167460,00000302,false,Rx,0,7,FF,FF,0B,80,FF,FF,FF,00,
114168512,000001C5,false,Rx,0,7,86,00,80,00,F0,F8,FF,00,
114195104,000000A5,false,Rx,0,8,6E,F0,11,18,81,3C,0B,F1,
114201120,00000297,false,Rx,0,7,59,EE,F0,EC,F0,F0,FC,00,
114202164,000002D2,false,Rx,0,3,09,FF,FF,00,00,00,00,00,
114203984,00000578,false,Rx,0,8,00,00,00,00,20,00,00,78,
114206128,00000387,false,Rx,0,2,FC,FF,00,00,00,00,00,00,
114206904,0000030A,false,Rx,0,2,FC,FF,00,00,00,00,00,00,
114207680,00000320,false,Rx,0,2,00,FF,00,00,00,00,00,00,
114209788,0000026E,false,Rx,0,8,00,40,40,00,FF,FF,FF,FF,
114210888,00000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
114224864,00000393,false,Rx,0,4,3F,32,00,FD,00,00,00,00,
114226572,000002BF,false,Rx,0,3,79,31,14,00,00,00,00,00,
114230956,000001B3,false,Rx,0,8,FC,C3,00,F9,04,FF,80,F3,
114246016,000001A6,false,Rx,0,8,41,00,40,00,3F,00,00,F3,
114249608,00000281,false,Rx,0,2,DD,F3,00,00,00,00,00,00,
114255120,000000E4,false,Rx,0,8,3B,F2,88,82,22,FF,7F,8E,
114256220,00000199,false,Rx,0,6,B5,F2,E1,7E,0D,A0,00,00,
114257268,0000012F,false,Rx,0,8,50,7B,8A,DD,F1,05,33,0B,
114258372,0000019A,false,Rx,0,6,3B,F2,9D,7E,00,20,00,00,
114259368,0000019F,false,Rx,0,6,36,F2,EC,7F,00,20,00,00,
114260492,00000289,false,Rx,0,8,4E,F5,E0,E0,E1,00,0C,00,
114261584,000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
114262552,000001C4,false,Rx,0,7,84,00,82,00,FA,F8,FF,00,
114263652,000001C5,false,Rx,0,7,86,00,80,00,FA,F8,FF,00,
114264696,000002BB,false,Rx,0,5,6C,F5,83,00,F2,00,00,00,
114280444,000003FB,false,Rx,0,6,C7,90,01,10,F0,48,00,00,
114286488,00000567,false,Rx,0,8,00,00,00,00,20,00,00,67,
114295136,000000A5,false,Rx,0,8,CB,F5,0E,E8,80,48,0B,F1,
114296304,000003F9,false,Rx,0,8,DF,13,82,36,7A,78,0F,47,
114309468,00000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
114327084,000002BF,false,Rx,0,3,7D,31,14,00,00,00,00,00,
114330960,000001B3,false,Rx,0,8,FC,C3,00,FA,04,FF,80,F4,
114346004,000001A6,false,Rx,0,8,41,00,40,00,3F,00,90,F4,
114349208,00000173,false,Rx,0,8,D0,FA,00,02,20,00,F2,D7,
114350296,00000281,false,Rx,0,2,D5,F3,00,00,00,00,00,00,
114351632,000002ED,false,Rx,0,3,37,F8,00,00,00,00,00,00,
114355120,000000E4,false,Rx,0,8,3A,FC,88,82,22,FF,7F,8E,
114356272,0000012F,false,Rx,0,8,DE,7C,8A,DD,F1,05,33,0B,
114357380,00000199,false,Rx,0,6,A6,FC,CC,7E,0D,A0,00,00,
114358376,0000019A,false,Rx,0,6,2C,FC,94,7E,00,20,00,00,
114359372,0000019F,false,Rx,0,6,E3,FC,07,80,00,20,00,00,
114360488,00000289,false,Rx,0,8,F4,F7,E0,E0,E1,00,0C,00,
114361580,000002BB,false,Rx,0,5,4B,F7,83,00,F2,00,00,00,
114362524,0000018F,false,Rx,0,5,0B,80,F1,FF,FF,00,00,00,
114364476,000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
114365420,000001C4,false,Rx,0,7,84,00,82,00,04,F9,FF,00,
114366472,000001C5,false,Rx,0,7,86,00,80,00,04,F9,FF,00,
114367504,000001EA,false,Rx,0,2,FF,FF,00,00,00,00,00,00,
114368272,000002A6,false,Rx,0,2,00,A4,00,00,00,00,00,00,
114369060,000002F7,false,Rx,0,6,02,99,51,11,11,F1,00,00,
114370044,000001D6,false,Rx,0,2,F0,CC,00,00,00,00,00,00,
114370836,00000302,false,Rx,0,7,FF,FF,0B,80,FF,FF,FF,00,
114372892,000003E6,false,Rx,0,2,FF,FF,00,00,00,00,00,00,
114395112,000000A5,false,Rx,0,8,25,FA,11,28,81,34,0B,F1,
114400992,00000297,false,Rx,0,7,DA,E0,F0,EC,F0,F0,FC,00,
114409480,00000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
114427436,000002BF,false,Rx,0,3,7D,31,14,00,00,00,00,00,
114430924,000001B3,false,Rx,0,8,FC,C3,00,FB,04,FF,80,F5,
114446012,000001A6,false,Rx,0,8,41,00,40,00,3F,00,20,F6,
114449288,000002C4,false,Rx,0,8,E3,17,FF,64,64,64,00,F0,
114450376,000001B9,false,Rx,0,2,3C,FF,00,00,00,00,00,00,
114451148,00000281,false,Rx,0,2,D9,F3,00,00,00,00,00,00,
114455116,000000E4,false,Rx,0,8,0F,F7,88,82,22,FF,7F,8E,
114456216,00000199,false,Rx,0,6,6F,F7,CC,7E,0D,A0,00,00,
114457268,0000012F,false,Rx,0,8,83,7D,8A,DD,F1,05,33,0B,
114458372,0000019A,false,Rx,0,6,31,F7,AE,7E,00,20,00,00,
114459368,0000019F,false,Rx,0,6,1F,F7,F9,7F,00,20,00,00,
114460500,00000289,false,Rx,0,8,F5,F9,E0,E0,E1,00,0C,00,
114461592,000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
114462540,000001C4,false,Rx,0,7,84,00,82,00,0E,F9,FF,00,
114463652,000001C5,false,Rx,0,7,86,00,80,00,0E,F9,FF,00,
114464688,000002BB,false,Rx,0,5,BE,F9,83,00,F2,00,00,00,
114467056,00000510,false,Rx,0,8,00,00,00,00,FF,FF,00,10,
114495112,000000A5,false,Rx,0,8,86,F0,10,F8,80,48,0B,F1,
114509524,00000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
114528064,000002F9,false,Rx,0,6,00,FF,00,08,FF,F0,00,00,
114529048,000002BF,false,Rx,0,3,7D,31,14,00,00,00,00,00,
114530944,000001B3,false,Rx,0,8,FC,C3,00,FC,04,FF,80,F6,
114545972,000001A6,false,Rx,0,8,41,00,40,00,3F,00,B0,F7,
114549252,00000173,false,Rx,0,8,B8,F0,00,02,20,00,F2,D7,
114550340,00000281,false,Rx,0,2,D7,F3,00,00,00,00,00,00,
114551112,000002CA,false,Rx,0,2,66,72,00,00,00,00,00,00,
114555116,000000E4,false,Rx,0,8,3B,F2,88,82,22,FF,7F,8E,
114556216,00000199,false,Rx,0,6,B3,F2,D7,7E,0D,A0,00,00,
114557256,0000012F,false,Rx,0,8,DE,7E,8A,DD,F2,05,33,0B,
114558360,0000019A,false,Rx,0,6,CE,F2,93,7E,00,20,00,00,
114559356,0000019F,false,Rx,0,6,03,F2,12,80,00,20,00,00,
114560480,00000289,false,Rx,0,8,4F,FB,E0,E0,E1,00,0C,00,
114561572,000002BB,false,Rx,0,5,99,FB,83,00,F2,00,00,00,
114562512,0000018F,false,Rx,0,5,0B,80,F1,FF,FF,00,00,00,
114564468,000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
114565412,000001C4,false,Rx,0,7,84,00,82,00,18,F9,FF,00,
114566460,000001C5,false,Rx,0,7,86,00,80,00,18,F9,FF,00,
114567512,00000302,false,Rx,0,7,FF,FF,0B,80,FF,FF,FF,00,
114595116,000000A5,false,Rx,0,8,2F,F5,0E,F8,80,44,0B,F1,
114600632,00000297,false,Rx,0,7,9C,E1,F0,EC,F0,F0,FC,00,
114606956,000005F8,false,Rx,0,8,13,FF,C0,78,FF,FF,FF,FF,
114609496,00000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
114628188,000002BF,false,Rx,0,3,7D,31,14,00,00,00,00,00,
114630916,000001B3,false,Rx,0,8,FC,C3,00,FD,04,FF,80,F7,
114645984,000001A6,false,Rx,0,8,41,00,40,00,3F,00,40,F9,
114649544,00000281,false,Rx,0,2,DD,F3,00,00,00,00,00,00,
114655116,000000E4,false,Rx,0,8,3A,FC,88,82,22,FF,7F,8E,
114656256,0000012F,false,Rx,0,8,DF,70,8A,DD,F2,05,33,0B,
114657364,00000199,false,Rx,0,6,80,FC,C7,7E,0D,A0,00,00,
114658364,0000019A,false,Rx,0,6,F9,FC,A7,7E,00,20,00,00,
114659360,0000019F,false,Rx,0,6,16,FC,09,80,00,20,00,00,
114660508,00000289,false,Rx,0,8,9C,FD,E0,E0,E1,00,0C,00,
114661600,000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
114662548,000001C4,false,Rx,0,7,84,00,82,00,22,F9,FF,00,
114663660,000001C5,false,Rx,0,7,86,00,80,00,22,F9,FF,00,
114664700,000002BB,false,Rx,0,5,F0,FD,83,00,F2,00,00,00,
114672016,00000328,false,Rx,0,6,71,44,EF,11,0E,22,00,00,
114681516,00000573,false,Rx,0,8,00,00,00,00,BC,0A,00,73,
114695104,000000A5,false,Rx,0,8,9E,FA,0E,E8,80,46,0B,F1,
114709456,00000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
114728628,000002BF,false,Rx,0,3,7D,31,14,00,00,00,00,00,
114731020,000001B3,false,Rx,0,8,FC,C3,00,FE,04,FF,80,F8,
114745996,000001A6,false,Rx,0,8,41,00,40,00,3F,00,D0,FA,
114749132,00000173,false,Rx,0,8,8C,F5,00,02,20,00,F2,D7,
114750216,00000281,false,Rx,0,2,D7,F3,00,00,00,00,00,00,
114755116,000000E4,false,Rx,0,8,0F,F7,88,82,22,FF,7F,8E,
114756212,00000199,false,Rx,0,6,21,F7,C8,7E,0D,A0,00,00,
114757256,0000012F,false,Rx,0,8,38,71,8A,DD,F1,05,33,0B,
114758360,0000019A,false,Rx,0,6,C2,F7,96,7E,00,20,00,00,
114759356,0000019F,false,Rx,0,6,0F,F7,17,80,00,20,00,00,
114760464,00000289,false,Rx,0,8,7A,F0,E0,E0,E1,00,0C,00,
114761556,0000018F,false,Rx,0,5,0B,80,F1,FF,FF,00,00,00,
114762496,000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
114764456,000001C4,false,Rx,0,7,84,00,82,00,2C,F9,FF,00,
114765500,000002BB,false,Rx,0,5,BF,F0,83,00,F2,00,00,00,
114766448,000001C5,false,Rx,0,7,86,00,80,00,2C,F9,FF,00,
114767496,00000302,false,Rx,0,7,FF,FF,0B,80,FF,FF,FF,00,
114795120,000000A5,false,Rx,0,8,2E,F0,10,18,81,38,0B,F1,
114800424,00000297,false,Rx,0,7,56,E2,F0,EC,F0,F0,FC,00,
114801464,000003D3,false,Rx,0,2,00,00,00,00,00,00,00,00,
114802240,00000314,false,Rx,0,3,11,42,00,00,00,00,00,00,
114808656,00000306,false,Rx,0,2,AC,F7,00,00,00,00,00,00,
114809612,00000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
114828976,000002BF,false,Rx,0,3,7D,71,14,00,00,00,00,00,
114830872,000001B3,false,Rx,0,8,FC,C3,00,F0,04,FF,80,EA,
114846032,000001A6,false,Rx,0,8,41,00,40,00,3F,00,60,FC,
114847268,00000578,false,Rx,0,8,00,00,00,00,20,00,00,78,
114848840,00000281,false,Rx,0,2,D5,F3,00,00,00,00,00,00,
114855112,000000E4,false,Rx,0,8,3B,F2,88,82,22,FF,7F,8E,
114856268,0000012F,false,Rx,0,8,DF,72,8A,DD,F1,05,33,0B,
114857368,00000199,false,Rx,0,6,2E,F2,D6,7E,0D,A0,00,00,
114858364,0000019A,false,Rx,0,6,E8,F2,98,7E,00,20,00,00,
114859360,0000019F,false,Rx,0,6,26,F2,02,80,00,20,00,00,
114860448,00000289,false,Rx,0,8,C0,F2,E0,E0,E1,00,0C,00,
114861540,000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
114862496,000001C4,false,Rx,0,7,84,00,82,00,36,F9,FF,00,
114863616,000001C5,false,Rx,0,7,86,00,80,00,36,F9,FF,00,
114864660,000002BB,false,Rx,0,5,98,F2,83,00,F2,00,00,00,
114895092,000000A5,false,Rx,0,8,F6,F5,11,08,81,40,0B,F1,
114901164,000002D5,false,Rx,0,2,FC,FF,00,00,00,00,00,00,
114908704,000003B0,false,Rx,0,2,FE,FF,00,00,00,00,00,00,
114909684,00000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
114929348,000002BF,false,Rx,0,3,7D,71,14,00,00,00,00,00,
114930928,000001B3,false,Rx,0,8,FC,C3,00,F1,04,FF,80,EB,
114932160,00000567,false,Rx,0,8,00,00,00,00,20,00,00,67,
114946004,000001A6,false,Rx,0,8,41,00,40,00,3F,00,F0,FD,
114949288,00000173,false,Rx,0,8,D0,FA,00,02,20,00,F2,D7,
114950368,00000281,false,Rx,0,2,DB,F3,00,00,00,00,00,00,
114951152,000002C4,false,Rx,0,8,8C,18,FF,64,64,64,00,F0,
114955112,000000E4,false,Rx,0,8,3A,FC,88,82,22,FF,7F,8E,
114956216,00000199,false,Rx,0,6,50,FC,D9,7E,0D,A0,00,00,
114957268,0000012F,false,Rx,0,8,82,73,8A,DD,F1,05,33,0B,
114958372,0000019A,false,Rx,0,6,28,FC,B0,7E,00,20,00,00,
114959368,0000019F,false,Rx,0,6,59,FC,04,80,00,20,00,00,
114960524,00000289,false,Rx,0,8,13,F4,E0,E0,E1,00,0C,00,
114961616,0000018F,false,Rx,0,5,0B,80,F1,FF,FF,00,00,00,
114962556,000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
114963500,000001C4,false,Rx,0,7,84,00,82,00,40,F9,FF,00,
114964592,000001C5,false,Rx,0,7,86,00,80,00,40,F9,FF,00,
114965636,000002BB,false,Rx,0,5,F1,F4,83,00,F2,00,00,00,
114966668,00000302,false,Rx,0,7,FF,FF,0B,80,FF,FF,FF,00,
114995144,000000A5,false,Rx,0,8,35,FA,0F,F8,80,44,0B,F1,
115000184,000003AF,false,Rx,0,4,76,CE,A1,E1,00,00,00,00,
115001244,00000297,false,Rx,0,7,10,E3,F0,EC,F0,F0,FC,00,
115002292,00000377,false,Rx,0,3,D0,F6,60,00,00,00,00,00,
115009436,00000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
115029808,000002BF,false,Rx,0,3,7D,71,14,00,00,00,00,00,
115030996,000001B3,false,Rx,0,8,FC,C3,00,F2,04,FF,80,EC,
115040304,0000032E,false,Rx,0,8,FF,FF,FF,52,BE,FF,FF,3C,
115046004,000001A6,false,Rx,0,8,41,00,40,00,3F,00,80,FF,
115048796,00000281,false,Rx,0,2,D5,F3,00,00,00,00,00,00,
115053076,000005E7,false,Rx,0,8,99,01,0A,21,01,00,00,00,
115055164,000000E4,false,Rx,0,8,0F,F7,88,82,22,FF,7F,8E,
115056268,00000199,false,Rx,0,6,21,F7,C8,7E,0D,A0,00,00,
115057312,0000012F,false,Rx,0,8,B6,74,8A,DD,F2,05,33,0B,
115058412,0000019A,false,Rx,0,6,E5,F7,94,7E,00,20,00,00,
115059408,0000019F,false,Rx,0,6,0D,F7,05,80,00,20,00,00,
115060560,00000289,false,Rx,0,8,A9,F6,E0,E0,E1,00,0C,00,
115061652,000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
115062596,000001C4,false,Rx,0,7,84,00,82,00,4A,F9,FF,00,
115063668,000001C5,false,Rx,0,7,86,00,80,00,4A,F9,FF,00,
115064712,000002BB,false,Rx,0,5,D6,F6,83,00,F2,00,00,00,
115090064,000001F6,false,Rx,0,2,80,F0,00,00,00,00,00,00,
115095100,000000A5,false,Rx,0,8,C6,F0,10,08,81,3C,0B,F1,
115107052,00000510,false,Rx,0,8,00,00,00,00,FF,FF,00,10,
115109452,00000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
115130224,000002BF,false,Rx,0,3,7D,71,14,00,00,00,00,00,
115131408,000001B3,false,Rx,0,8,FC,C3,00,F3,04,FF,80,ED,
115140272,000002F0,false,Rx,0,3,74,30,FF,00,00,00,00,00,
115141200,00000246,false,Rx,0,5,0C,F4,00,FC,FF,00,00,00,
115145980,000001A6,false,Rx,0,8,41,00,40,00,3F,00,10,F1,
115149132,00000173,false,Rx,0,8,B8,F0,00,02,20,00,F2,D7,
115150216,00000281,false,Rx,0,2,D9,F3,00,00,00,00,00,00,
115155112,000000E4,false,Rx,0,8,3B,F2,88,82,22,FF,7F,8E,
115156212,00000199,false,Rx,0,6,2C,F2,C4,7E,0D,A0,00,00,
115157220,0000012F,false,Rx,0,8,EB,75,8A,DD,F2,05,33,0B,
115158328,0000019A,false,Rx,0,6,1A,F2,A9,7E,00,20,00,00,
115159324,0000019F,false,Rx,0,6,13,F2,FC,7F,00,20,00,00,
115160452,00000289,false,Rx,0,8,A8,F8,E0,E0,E1,00,0C,00,
115161544,0000018F,false,Rx,0,5,0B,80,F1,FF,FF,00,00,00,
115162484,000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
115164444,000001C4,false,Rx,0,7,84,00,82,00,54,F9,FF,00,
115165484,000002BB,false,Rx,0,5,23,F8,83,00,F2,00,00,00,
115166432,000001C5,false,Rx,0,7,86,00,80,00,54,F9,FF,00,
115167480,00000302,false,Rx,0,7,FF,FF,0B,80,FF,FF,FF,00,
115195084,000000A5,false,Rx,0,8,58,F5,12,38,81,32,0B,F1,
115200348,00000297,false,Rx,0,7,DF,E4,F0,EC,F0,F0,FC,00,
115209720,000002FC,false,Rx,0,7,81,10,01,00,00,00,00,00,
115210756,00000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
115230832,000001B3,false,Rx,0,8,FC,C3,00,F4,04,FF,80,EE,
115231920,000002BF,false,Rx,0,3,81,71,14,00,00,00,00,00,
115232744,000003B5,false,Rx,0,2,FF,00,00,00,00,00,00,00,
115245984,000001A6,false,Rx,0,8,41,00,40,00,3F,00,A0,F2,
115249596,00000281,false,Rx,0,2,DD,F3,00,00,00,00,00,00,
115255104,000000E4,false,Rx,0,8,3A,FC,88,82,22,FF,7F,8E,
115256204,00000199,false,Rx,0,6,51,FC,D0,7E,0D,A0,00,00,
115257272,0000012F,false,Rx,0,8,B6,76,8A,DD,F1,05,33,0B,
115258376,0000019A,false,Rx,0,6,FE,FC,98,7E,00,20,00,00,
115259368,0000019F,false,Rx,0,6,6D,FC,F3,7F,00,20,00,00,
115260512,00000289,false,Rx,0,8,12,FA,E0,E0,E1,00,0C,00,
115261604,000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
115262564,000001C4,false,Rx,0,7,84,00,82,00,5E,F9,FF,00,
115263660,000001C5,false,Rx,0,7,86,00,80,00,5E,F9,FF,00,
115264700,000002BB,false,Rx,0,5,04,FA,83,00,F2,00,00,00,
115280600,000003B3,false,Rx,0,7,1F,C8,00,00,00,03,F8,00,
115281640,000003FB,false,Rx,0,6,C7,90,01,10,F0,48,00,00,
115295104,000000A5,false,Rx,0,8,94,FA,0E,E8,80,4A,0B,F1,
115296464,000003F9,false,Rx,0,8,51,14,82,36,7A,78,0F,47,
115309424,00000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
115322776,00000573,false,Rx,0,8,00,00,00,00,BC,0A,00,73,
115330824,000001B3,false,Rx,0,8,FC,C3,00,F5,04,FF,80,EF,
115331916,000002BF,false,Rx,0,3,81,71,14,00,00,00,00,00,
115345956,000001A6,false,Rx,0,8,41,00,40,00,3F,00,30,F4,
115349116,00000173,false,Rx,0,8,8C,F5,00,02,20,00,F2,D7,
115350200,00000281,false,Rx,0,2,D5,F3,00,00,00,00,00,00,
115351620,000002ED,false,Rx,0,3,7B,F9,00,00,00,00,00,00,
115355112,000000E4,false,Rx,0,8,0F,F7,88,82,22,FF,7F,8E,
115356244,0000012F,false,Rx,0,8,EB,77,8A,DD,F1,05,33,0B,
115357344,00000199,false,Rx,0,6,4B,F7,D5,7E,0D,A0,00,00,
115358340,0000019A,false,Rx,0,6,E5,F7,94,7E,00,20,00,00,
115359336,0000019F,false,Rx,0,6,DE,F7,00,80,00,20,00,00,
115360504,00000289,false,Rx,0,8,C1,FC,E0,E0,E1,00,0C,00,
115361596,0000018F,false,Rx,0,5,0B,80,F1,FF,FF,00,00,00,
115362536,000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
115363480,000001C4,false,Rx,0,7,84,00,82,00,68,F9,FF,00,
115364528,000001C5,false,Rx,0,7,86,00,80,00,68,F9,FF,00,
115365564,000001EE,false,Rx,0,2,00,FF,00,00,00,00,00,00,
115366344,000001D6,false,Rx,0,2,F0,CC,00,00,00,00,00,00,
115367116,000001EA,false,Rx,0,2,FF,FF,00,00,00,00,00,00,
115367888,000002A6,false,Rx,0,2,00,AC,00,00,00,00,00,00,
115368672,000002BB,false,Rx,0,5,6D,FC,83,00,F2,00,00,00,
115369620,000002F7,false,Rx,0,6,02,99,51,11,11,F1,00,00,
115370620,00000302,false,Rx,0,7,FF,FF,0B,80,FF,FF,FF,00,
115371656,000003E6,false,Rx,0,2,FF,FF,00,00,00,00,00,00,
115395120,000000A5,false,Rx,0,8,0B,F0,10,28,81,34,0B,F1,
115400324,00000297,false,Rx,0,7,99,E5,F0,EC,F0,F0,FC,00,
115409412,00000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
115420320,000002A0,false,Rx,0,8,88,88,88,01,FF,FF,FF,FF,
115430824,000001B3,false,Rx,0,8,FC,C3,00,F6,04,FF,80,F0,
115431912,000002BF,false,Rx,0,3,81,71,14,00,00,00,00,00,
115445964,000001A6,false,Rx,0,8,41,00,40,00,3F,00,C0,F5,
115449312,000002C4,false,Rx,0,8,34,19,FF,64,64,64,00,F0,
115450400,000001B9,false,Rx,0,2,3C,FF,00,00,00,00,00,00,
115451176,00000281,false,Rx,0,2,DA,F3,00,00,00,00,00,00,
115455112,000000E4,false,Rx,0,8,3B,F2,88,82,22,FF,7F,8E,
115456212,00000199,false,Rx,0,6,97,F2,CE,7E,0D,A0,00,00,
115457232,0000012F,false,Rx,0,8,B7,78,8A,DD,F1,05,33,0B,
115458328,0000019A,false,Rx,0,6,A3,F2,B1,7E,00,20,00,00,
115459328,0000019F,false,Rx,0,6,7E,F2,DE,7F,00,20,00,00,
115460464,00000289,false,Rx,0,8,7B,FE,E0,E0,E1,00,0C,00,
115461556,000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
115462520,000001C4,false,Rx,0,7,84,00,82,00,72,F9,FF,00,
115463612,000001C5,false,Rx,0,7,86,00,80,00,72,F9,FF,00,
115464656,000002BB,false,Rx,0,5,4A,FE,83,00,F2,00,00,00,
115489080,00000578,false,Rx,0,8,00,00,00,00,20,00,00,78,
115495080,000000A5,false,Rx,0,8,6A,F5,0F,F8,80,46,0B,F1,
115509404,00000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
115530820,000001B3,false,Rx,0,8,FC,C3,00,F7,04,FF,80,F1,
115532056,000002F9,false,Rx,0,6,00,FF,00,08,FF,F0,00,00,
115533036,000002BF,false,Rx,0,3,81,71,14,00,00,00,00,00,
115545964,000001A6,false,Rx,0,8,41,00,40,00,3F,00,50,F7,
115549152,00000173,false,Rx,0,8,D0,FA,00,02,20,00,F2,D7,
115550248,00000281,false,Rx,0,2,D6,F3,00,00,00,00,00,00,
115551016,000002CA,false,Rx,0,2,66,72,00,00,00,00,00,00,
