Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
66555932,0000000E4,false,Rx,0,8,64,F1,86,7F,22,FF,7F,8E,
66557016,000000199,false,Rx,0,6,3E,F1,CD,7E,1E,B0,00,00,
66558004,00000019A,false,Rx,0,6,EC,F1,9B,7E,00,20,00,00,
66558984,00000019F,false,Rx,0,6,AF,F1,EE,7F,00,20,00,00,
66559948,000000228,false,Rx,0,2,00,00,00,00,00,00,00,00,
66561728,000000289,false,Rx,0,8,4F,FB,E0,E0,E1,00,0C,00,
66562812,00000018F,false,Rx,0,5,2D,81,F1,FF,FF,00,00,00,
66563740,0000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
66564656,0000002BB,false,Rx,0,5,D5,FB,00,00,F2,00,00,00,
66565584,0000001C4,false,Rx,0,7,00,00,00,00,57,F6,FF,00,
66566612,0000001C5,false,Rx,0,7,00,00,00,00,57,F6,FF,00,
66567640,000000273,false,Rx,0,8,1D,E1,00,F0,FF,7F,DE,02,
66568728,000000302,false,Rx,0,7,FF,FF,2D,81,FF,FF,FF,00,
66582172,000000277,false,Rx,0,4,E1,9D,02,FF,00,00,00,00,
66593284,00000012F,false,Rx,0,8,88,2E,86,1C,F2,01,30,09,
66595912,0000000A5,false,Rx,0,8,1C,F5,9B,B7,79,00,00,F1,
66603052,000000228,false,Rx,0,2,00,00,00,00,00,00,00,00,
66605200,000000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
66606340,000000228,false,Rx,0,2,00,00,00,00,00,00,00,00,
66608560,000000228,false,Rx,0,2,00,00,00,00,00,00,00,00,
66611908,000000273,false,Rx,0,8,1D,E1,00,F0,FF,7F,DE,03,
66614460,000000273,false,Rx,0,8,1D,E1,00,F0,FF,7F,DE,04,
66628432,0000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
66632624,000000277,false,Rx,0,4,E1,9D,04,FF,00,00,00,00,
66642560,0000005E7,false,Rx,0,8,99,01,0A,09,01,00,00,00,
66647708,0000001A6,false,Rx,0,8,00,00,00,00,00,00,40,FB,
66648784,000000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
66652740,000000297,false,Rx,0,7,D2,FA,FC,FC,FC,FC,FC,00,
66655928,0000000E4,false,Rx,0,8,0C,FB,86,7F,22,FF,7F,8E,
66657012,000000199,false,Rx,0,6,27,FB,CE,7E,1E,B0,00,00,
66657996,00000019A,false,Rx,0,6,D2,FB,9A,7E,00,20,00,00,
66658980,00000019F,false,Rx,0,6,93,FB,FD,7F,00,20,00,00,
66660152,000000289,false,Rx,0,8,9C,FD,E0,E0,E1,00,0C,00,
66661228,0000002BB,false,Rx,0,5,BC,FD,00,00,F2,00,00,00,
66662152,0000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
66663108,0000001C4,false,Rx,0,7,00,00,00,00,61,F6,FF,00,
66664220,0000001C5,false,Rx,0,7,00,00,00,00,61,F6,FF,00,
66675576,000000328,false,Rx,0,6,41,44,EF,11,0E,22,00,00,
66693272,00000012F,false,Rx,0,8,89,20,86,1C,F2,01,30,09,
66695912,0000000A5,false,Rx,0,8,40,FA,9B,B7,79,00,00,F1,
66705172,000000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
66723704,000000590,false,Rx,0,8,01,02,F0,FF,FF,FF,FF,FF,
66724784,0000002F0,false,Rx,0,3,34,30,FF,00,00,00,00,00,
66728900,0000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
66747704,0000001A6,false,Rx,0,8,00,00,00,00,00,00,D0,FC,
66749064,000000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
66750256,000000173,false,Rx,0,8,4F,F5,00,0E,30,00,FE,D0,
66755896,0000000E4,false,Rx,0,8,EA,F6,86,7F,22,FF,7F,8E,
66756984,000000199,false,Rx,0,6,8F,F6,CE,7E,1E,B0,00,00,
66757968,00000019A,false,Rx,0,6,12,F6,95,7E,00,20,00,00,
66758948,00000019F,false,Rx,0,6,FB,F6,0D,80,00,20,00,00,
66760088,000000289,false,Rx,0,8,7A,F0,E0,E0,E1,00,0C,00,
66761164,0000002BB,false,Rx,0,5,F3,F0,00,00,F2,00,00,00,
66762088,00000018F,false,Rx,0,5,2D,81,F1,FF,FF,00,00,00,
66763016,0000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
66764956,0000001C4,false,Rx,0,7,00,00,00,00,6B,F6,FF,00,
66765984,0000001C5,false,Rx,0,7,00,00,00,00,6B,F6,FF,00,
66767012,000000302,false,Rx,0,7,FF,FF,2D,81,FF,FF,FF,00,
66793260,00000012F,false,Rx,0,8,6E,21,86,1C,F1,01,30,09,
66794336,000000277,false,Rx,0,4,E1,9D,04,FF,00,00,00,00,
66795900,0000000A5,false,Rx,0,8,28,F0,9B,B7,79,00,00,F1,
66805152,000000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
66829428,0000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
66847696,0000001A6,false,Rx,0,8,00,00,00,00,00,00,60,FE,
66849048,000000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
66852584,000000297,false,Rx,0,7,94,FB,FC,FC,FC,FC,FC,00,
66855888,0000000E4,false,Rx,0,8,64,F1,86,7F,22,FF,7F,8E,
66856980,000000199,false,Rx,0,6,3E,F1,CD,7E,1E,B0,00,00,
66857960,00000019A,false,Rx,0,6,CB,F1,99,7E,00,20,00,00,
66858940,00000019F,false,Rx,0,6,F1,F1,04,80,00,20,00,00,
66860124,000000289,false,Rx,0,8,C0,F2,E0,E0,E1,00,0C,00,
66861200,0000002BB,false,Rx,0,5,D4,F2,00,00,F2,00,00,00,
66862124,0000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
66863076,0000001C4,false,Rx,0,7,00,00,00,00,75,F6,FF,00,
66864212,0000001C5,false,Rx,0,7,00,00,00,00,75,F6,FF,00,
66893256,00000012F,false,Rx,0,8,89,22,86,1C,F1,01,30,09,
66895904,0000000A5,false,Rx,0,8,1C,F5,9B,B7,79,00,00,F1,
66905136,000000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
66929772,0000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
66947724,0000001A6,false,Rx,0,8,00,00,00,00,00,00,F0,FF,
66949144,000000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
66950348,000000173,false,Rx,0,8,13,FA,00,0E,30,00,FE,D0,
66951560,0000002C4,false,Rx,0,8,00,00,FF,64,64,64,00,F0,
66955920,0000000E4,false,Rx,0,8,0C,FB,86,7F,22,FF,7F,8E,
66957004,000000199,false,Rx,0,6,27,FB,CE,7E,1E,B0,00,00,
66957988,00000019A,false,Rx,0,6,4F,FB,9B,7E,00,20,00,00,
66958968,00000019F,false,Rx,0,6,67,FB,FA,7F,00,20,00,00,
66959944,000000277,false,Rx,0,4,E1,9D,04,FF,00,00,00,00,
66961844,000000289,false,Rx,0,8,13,F4,E0,E0,E1,00,0C,00,
66962920,00000018F,false,Rx,0,5,2D,81,F1,FF,FF,00,00,00,
66963848,0000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
66964772,0000002BB,false,Rx,0,5,BD,F4,00,00,F2,00,00,00,
66965696,0000001C4,false,Rx,0,7,00,00,00,00,7F,F6,FF,00,
66966728,0000001C5,false,Rx,0,7,00,00,00,00,7F,F6,FF,00,
66967756,000000302,false,Rx,0,7,FF,FF,2D,81,FF,FF,FF,00,
66993248,00000012F,false,Rx,0,8,D4,23,86,1C,F1,01,30,09,
66995904,0000000A5,false,Rx,0,8,40,FA,9B,B7,79,00,00,F1,
67005124,000000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
67030112,0000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
67047672,0000001A6,false,Rx,0,8,00,00,00,00,00,00,80,F1,
67049104,000000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
67052240,000000297,false,Rx,0,7,5B,FC,FC,FC,FC,FC,FC,00,
67055884,0000000E4,false,Rx,0,8,EA,F6,86,7F,22,FF,7F,8E,
67056972,000000199,false,Rx,0,6,8F,F6,CE,7E,1E,B0,00,00,
67057956,00000019A,false,Rx,0,6,7A,F6,9A,7E,00,20,00,00,
67058936,00000019F,false,Rx,0,6,A7,F6,F5,7F,00,20,00,00,
67060084,000000289,false,Rx,0,8,A9,F6,E0,E0,E1,00,0C,00,
67061160,0000002BB,false,Rx,0,5,9A,F6,00,00,F2,00,00,00,
67062084,0000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
67063020,0000001C4,false,Rx,0,7,00,00,00,00,89,F6,FF,00,
67064132,0000001C5,false,Rx,0,7,00,00,00,00,89,F6,FF,00,
67093284,00000012F,false,Rx,0,8,E0,24,86,1C,F2,01,30,09,
67095884,0000000A5,false,Rx,0,8,28,F0,9B,B7,79,00,00,F1,
67105176,000000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
67107808,000000510,false,Rx,0,8,00,00,00,00,FF,FF,00,10,
67130556,0000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
67147684,0000001A6,false,Rx,0,8,00,00,00,00,00,00,10,F3,
67149056,000000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
67150256,000000173,false,Rx,0,8,7B,F0,00,0E,30,00,FE,D0,
67155876,0000000E4,false,Rx,0,8,64,F1,86,7F,22,FF,7F,8E,
67156964,000000199,false,Rx,0,6,19,F1,CF,7E,1E,B0,00,00,
67157948,00000019A,false,Rx,0,6,56,F1,98,7E,00,20,00,00,
67158928,00000019F,false,Rx,0,6,8B,F1,F7,7F,00,20,00,00,
67160096,000000289,false,Rx,0,8,A8,F8,E0,E0,E1,00,0C,00,
67161172,0000002BB,false,Rx,0,5,6F,F8,00,00,F2,00,00,00,
67162088,00000018F,false,Rx,0,5,2D,81,F1,FF,FF,00,00,00,
67163016,0000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
67163976,0000001C4,false,Rx,0,7,00,00,00,00,93,F6,FF,00,
67165088,0000001C5,false,Rx,0,7,00,00,00,00,93,F6,FF,00,
67166244,000000302,false,Rx,0,7,FF,FF,2D,81,FF,FF,FF,00,
67193228,00000012F,false,Rx,0,8,BD,25,86,1C,F2,01,30,09,
67195888,0000000A5,false,Rx,0,8,1C,F5,9B,B7,79,00,00,F1,
67205144,000000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
67231100,0000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
67247676,0000001A6,false,Rx,0,8,00,00,00,00,00,00,A0,F4,
67248764,000000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
67252024,000000297,false,Rx,0,7,1D,FD,FC,FC,FC,FC,FC,00,
67255908,0000000E4,false,Rx,0,8,0C,FB,86,7F,22,FF,7F,8E,
67256992,000000199,false,Rx,0,6,27,FB,CE,7E,1E,B0,00,00,
67257976,00000019A,false,Rx,0,6,D2,FB,9A,7E,00,20,00,00,
67258960,00000019F,false,Rx,0,6,81,FB,01,80,00,20,00,00,
67260140,000000289,false,Rx,0,8,12,FA,E0,E0,E1,00,0C,00,
67261216,0000002BB,false,Rx,0,5,48,FA,00,00,F2,00,00,00,
67262140,0000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
67263088,0000001C4,false,Rx,0,7,00,00,00,00,9D,F6,FF,00,
67264196,0000001C5,false,Rx,0,7,00,00,00,00,9D,F6,FF,00,
67279692,0000003FB,false,Rx,0,6,C7,90,01,10,F1,48,00,00,
67293256,00000012F,false,Rx,0,8,E0,26,86,1C,F1,01,30,09,
67295900,0000000A5,false,Rx,0,8,40,FA,9B,B7,79,00,00,F1,
67297240,0000003F9,false,Rx,0,8,A6,18,80,70,7C,44,2F,47,
67305020,000000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
67331708,0000002F9,false,Rx,0,6,00,FF,00,08,FF,F0,00,00,
67332668,0000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
67341932,0000002F7,false,Rx,0,6,02,99,51,11,11,F1,00,00,
67347660,0000001A6,false,Rx,0,8,00,00,00,00,00,00,30,F6,
67349048,000000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
67350240,000000173,false,Rx,0,8,4F,F5,00,0E,30,00,FE,D0,
67353212,0000002ED,false,Rx,0,3,5D,F4,01,00,00,00,00,00,
67355868,0000000E4,false,Rx,0,8,EA,F6,86,7F,22,FF,7F,8E,
67356956,000000199,false,Rx,0,6,35,F6,CD,7E,1E,B0,00,00,
67357940,00000019A,false,Rx,0,6,C0,F6,99,7E,00,20,00,00,
67358920,00000019F,false,Rx,0,6,DD,F6,06,80,00,20,00,00,
67360112,000000289,false,Rx,0,8,C1,FC,E0,E0,E1,00,0C,00,
67361188,0000002BB,false,Rx,0,5,21,FC,00,00,F2,00,00,00,
67362112,00000018F,false,Rx,0,5,2D,81,F1,FF,FF,00,00,00,
67363040,0000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
67363972,0000001C4,false,Rx,0,7,00,00,00,00,A7,F6,FF,00,
67365080,0000001C5,false,Rx,0,7,00,00,00,00,A7,F6,FF,00,
67366092,0000001EE,false,Rx,0,2,00,FF,00,00,00,00,00,00,
67367856,0000002A6,false,Rx,0,2,00,94,00,00,00,00,00,00,
67368608,0000001D6,false,Rx,0,2,F0,CC,00,00,00,00,00,00,
67369372,0000001EA,false,Rx,0,2,FF,FF,00,00,00,00,00,00,
67370132,0000003E6,false,Rx,0,2,FF,FF,00,00,00,00,00,00,
67370912,000000302,false,Rx,0,7,FF,FF,2D,81,FF,FF,FF,00,
67393224,00000012F,false,Rx,0,8,BD,27,86,1C,F1,01,30,09,
67395872,0000000A5,false,Rx,0,8,28,F0,9B,B7,79,00,00,F1,
67405016,000000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
67410652,0000005F8,false,Rx,0,8,13,FF,C0,78,FF,FF,FF,FF,
67431856,0000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
67447672,0000001A6,false,Rx,0,8,00,00,00,00,00,00,C0,F7,
67448736,0000001B9,false,Rx,0,2,00,FF,00,00,00,00,00,00,
67449488,000000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
67450376,0000002C4,false,Rx,0,8,00,00,FF,64,64,64,00,F0,
67451872,000000297,false,Rx,0,7,D7,FE,FC,FC,FC,FC,FC,00,
67455868,0000000E4,false,Rx,0,8,64,F1,86,7F,22,FF,7F,8E,
67456952,000000199,false,Rx,0,6,19,F1,CF,7E,1E,B0,00,00,
67457940,00000019A,false,Rx,0,6,19,F1,95,7E,00,20,00,00,
67458920,00000019F,false,Rx,0,6,4B,F1,07,80,00,20,00,00,
67460076,000000289,false,Rx,0,8,7B,FE,E0,E0,E1,00,0C,00,
67461160,0000002BB,false,Rx,0,5,06,FE,00,00,F2,00,00,00,
67462072,0000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
67463060,0000001C4,false,Rx,0,7,00,00,00,00,B1,F6,FF,00,
67464172,0000001C5,false,Rx,0,7,00,00,00,00,B1,F6,FF,00,
67493216,00000012F,false,Rx,0,8,E1,28,86,1C,F1,01,30,09,
67495876,0000000A5,false,Rx,0,8,1C,F5,9B,B7,79,00,00,F1,
67504996,000000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
67531428,0000002CA,false,Rx,0,2,66,70,00,00,00,00,00,00,
67532280,0000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
67547692,0000001A6,false,Rx,0,8,00,00,00,00,00,00,50,F9,
67549080,000000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
67550296,000000173,false,Rx,0,8,13,FA,00,0E,30,00,FE,D0,
67555892,0000000E4,false,Rx,0,8,0C,FB,86,7F,22,FF,7F,8E,
67556972,000000199,false,Rx,0,6,27,FB,CE,7E,1E,B0,00,00,
67557960,00000019A,false,Rx,0,6,68,FB,99,7E,00,20,00,00,
67558940,00000019F,false,Rx,0,6,3A,FB,0B,80,00,20,00,00,
67560092,000000289,false,Rx,0,8,27,F1,E0,E0,E1,00,0C,00,
67561172,0000002BB,false,Rx,0,5,6E,F1,00,00,F2,00,00,00,
67562092,00000018F,false,Rx,0,5,2D,81,F1,FF,FF,00,00,00,
67563024,0000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
67563976,0000001C4,false,Rx,0,7,00,00,00,00,BB,F6,FF,00,
67565084,0000001C5,false,Rx,0,7,00,00,00,00,BB,F6,FF,00,
67566236,000000302,false,Rx,0,7,FF,FF,2D,81,FF,FF,FF,00,
67593256,00000012F,false,Rx,0,8,BC,29,86,1C,F1,01,30,09,
67595880,0000000A5,false,Rx,0,8,40,FA,9B,B7,79,00,00,F1,
67604992,000000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
67632672,0000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
67647684,0000001A6,false,Rx,0,8,00,00,00,00,00,00,E0,FA,
67648744,000000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
67651576,000000297,false,Rx,0,7,54,F0,FC,FC,FC,FC,FC,00,
67655860,0000000E4,false,Rx,0,8,EA,F6,86,7F,22,FF,7F,8E,
67656948,000000199,false,Rx,0,6,8B,F6,D0,7E,1D,B0,00,00,
67657932,00000019A,false,Rx,0,6,E7,F6,9B,7E,00,20,00,00,
67658912,00000019F,false,Rx,0,6,29,F6,01,80,00,20,00,00,
67660072,000000289,false,Rx,0,8,9D,F3,E0,E0,E1,00,0C,00,
67661152,0000002BB,false,Rx,0,5,49,F3,00,00,F2,00,00,00,
67662072,0000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
67663032,0000001C4,false,Rx,0,7,00,00,00,00,C5,F6,FF,00,
67664144,0000001C5,false,Rx,0,7,00,00,00,00,C5,F6,FF,00,
67674988,000000328,false,Rx,0,6,42,44,EF,11,0E,22,00,00,
67693204,00000012F,false,Rx,0,8,E1,2A,86,1C,F2,01,30,09,
67695860,0000000A5,false,Rx,0,8,28,F0,9B,B7,79,00,00,F1,
67705128,000000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
67733192,0000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
67747680,0000001A6,false,Rx,0,8,00,00,00,00,00,00,70,FC,
67748932,000000510,false,Rx,0,8,00,00,00,00,FF,FF,00,10,
67750108,000000173,false,Rx,0,8,7B,F0,00,0E,30,00,FE,D0,
67751176,000000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
67755860,0000000E4,false,Rx,0,8,64,F1,86,7F,22,FF,7F,8E,
67756944,000000199,false,Rx,0,6,EA,F1,CD,7E,1D,B0,00,00,
67757928,00000019A,false,Rx,0,6,56,F1,98,7E,00,20,00,00,
67758912,00000019F,false,Rx,0,6,9B,F1,19,80,00,20,00,00,
67760048,000000289,false,Rx,0,8,4E,F5,E0,E0,E1,00,0C,00,
67761128,0000002BB,false,Rx,0,5,20,F5,00,00,F2,00,00,00,
67762048,00000018F,false,Rx,0,5,2D,81,F1,FF,FF,00,00,00,
67762980,0000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
67763956,0000001C4,false,Rx,0,7,00,00,00,00,CF,F6,FF,00,
67765088,0000001C5,false,Rx,0,7,00,00,00,00,CF,F6,FF,00,
67766236,000000302,false,Rx,0,7,FF,FF,2D,81,FF,FF,FF,00,
67793188,00000012F,false,Rx,0,8,BC,2B,86,1C,F2,01,30,09,
67795860,0000000A5,false,Rx,0,8,1C,F5,9B,B7,79,00,00,F1,
67805100,000000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
67833656,0000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
67847672,0000001A6,false,Rx,0,8,00,00,00,00,00,00,00,FE,
67849040,000000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
67851304,000000297,false,Rx,0,7,12,F1,FC,FC,FC,FC,FC,00,
67855880,0000000E4,false,Rx,0,8,0C,FB,86,7F,22,FF,7F,8E,
67856964,000000199,false,Rx,0,6,F3,FB,CE,7E,1D,B0,00,00,
67857952,00000019A,false,Rx,0,6,68,FB,99,7E,00,20,00,00,
67858932,00000019F,false,Rx,0,6,29,FB,FE,7F,00,20,00,00,
67860072,000000289,false,Rx,0,8,F4,F7,E0,E0,E1,00,0C,00,
67861148,0000002BB,false,Rx,0,5,07,F7,00,00,F2,00,00,00,
67862068,0000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
67863048,0000001C4,false,Rx,0,7,00,00,00,00,D9,F6,FF,00,
67864180,0000001C5,false,Rx,0,7,00,00,00,00,D9,F6,FF,00,
67893204,00000012F,false,Rx,0,8,88,2C,86,1C,F1,01,30,09,
67895872,0000000A5,false,Rx,0,8,40,FA,9B,B7,79,00,00,F1,
67905084,000000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
67934044,0000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
67947680,0000001A6,false,Rx,0,8,00,00,00,00,00,00,90,FF,
67949024,000000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
67950212,000000173,false,Rx,0,8,4F,F5,00,0E,30,00,FE,D0,
67951424,0000002C4,false,Rx,0,8,00,00,FF,64,64,64,00,F0,
67955860,0000000E4,false,Rx,0,8,EA,F6,86,7F,22,FF,7F,8E,
67956948,000000199,false,Rx,0,6,8B,F6,D0,7E,1D,B0,00,00,
67957932,00000019A,false,Rx,0,6,E7,F6,9B,7E,00,20,00,00,
67958912,00000019F,false,Rx,0,6,A6,F6,FC,7F,00,20,00,00,
67960048,000000289,false,Rx,0,8,F5,F9,E0,E0,E1,00,0C,00,
67961124,0000002BB,false,Rx,0,5,F2,F9,00,00,F2,00,00,00,
67962048,00000018F,false,Rx,0,5,2D,81,F1,FF,FF,00,00,00,
67962976,0000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
67963928,0000001C4,false,Rx,0,7,00,00,00,00,E3,F6,FF,00,
67965060,0000001C5,false,Rx,0,7,00,00,00,00,E3,F6,FF,00,
67966204,000000302,false,Rx,0,7,FF,FF,2D,81,FF,FF,FF,00,
67993208,00000012F,false,Rx,0,8,D5,2D,86,1C,F1,01,30,09,
67995848,0000000A5,false,Rx,0,8,28,F0,9B,B7,79,00,00,F1,
68005076,000000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
68034436,0000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
68047668,0000001A6,false,Rx,0,8,00,00,00,00,00,00,20,F1,
68049052,000000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
68051228,000000297,false,Rx,0,7,D8,F2,FC,FC,FC,FC,FC,00,
68055844,0000000E4,false,Rx,0,8,64,F1,86,7F,22,FF,7F,8E,
68056932,000000199,false,Rx,0,6,50,F1,CE,7E,1D,B0,00,00,
68057916,00000019A,false,Rx,0,6,CB,F1,99,7E,00,20,00,00,
68058896,00000019F,false,Rx,0,6,F0,F1,0D,80,00,20,00,00,
68060040,000000289,false,Rx,0,8,4F,FB,E0,E0,E1,00,0C,00,
68061116,0000002BB,false,Rx,0,5,D5,FB,00,00,F2,00,00,00,
68062040,0000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
68062996,0000001C4,false,Rx,0,7,00,00,00,00,ED,F6,FF,00,
68064108,0000001C5,false,Rx,0,7,00,00,00,00,ED,F6,FF,00,
68093200,00000012F,false,Rx,0,8,32,2E,86,1C,F1,01,30,09,
68095864,0000000A5,false,Rx,0,8,1C,F5,9B,B7,79,00,00,F1,
68105052,000000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
68134884,0000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
68147628,0000001A6,false,Rx,0,8,00,00,00,00,00,00,B0,F2,
68149092,000000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
68150304,000000173,false,Rx,0,8,13,FA,00,0E,30,00,FE,D0,
68155868,0000000E4,false,Rx,0,8,0C,FB,86,7F,22,FF,7F,8E,
68156952,000000199,false,Rx,0,6,6E,FB,CF,7E,1D,B0,00,00,
68157936,00000019A,false,Rx,0,6,F5,FB,98,7E,00,20,00,00,
68158920,00000019F,false,Rx,0,6,64,FB,E1,7F,00,20,00,00,
68160100,000000289,false,Rx,0,8,9C,FD,E0,E0,E1,00,0C,00,
68161176,0000002BB,false,Rx,0,5,BC,FD,00,00,F2,00,00,00,
68162100,00000018F,false,Rx,0,5,2D,81,F1,FF,FF,00,00,00,
68163028,0000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
68163984,0000001C4,false,Rx,0,7,00,00,00,00,F7,F6,FF,00,
68165096,0000001C5,false,Rx,0,7,00,00,00,00,F7,F6,FF,00,
68166244,000000302,false,Rx,0,7,FF,FF,2D,81,FF,FF,FF,00,
68193200,00000012F,false,Rx,0,8,89,20,86,1C,F2,01,30,09,
68195860,0000000A5,false,Rx,0,8,40,FA,9B,B7,79,00,00,F1,
68205472,00000026E,false,Rx,0,8,00,00,00,00,FF,FF,FF,FF,
68206544,000000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
68235368,0000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
68247644,0000001A6,false,Rx,0,8,00,00,00,00,00,00,40,F4,
68248736,000000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
68251204,000000297,false,Rx,0,7,9E,F3,FC,FC,FC,FC,FC,00,
68255844,0000000E4,false,Rx,0,8,EA,F6,86,7F,22,FF,7F,8E,
68256928,000000199,false,Rx,0,6,8B,F6,D0,7E,1D,B0,00,00,
68257912,00000019A,false,Rx,0,6,C0,F6,99,7E,00,20,00,00,
68258896,00000019F,false,Rx,0,6,CF,F6,FA,7F,00,20,00,00,
68260040,000000289,false,Rx,0,8,7A,F0,E0,E0,E1,00,0C,00,
68261120,0000002BB,false,Rx,0,5,F3,F0,00,00,F2,00,00,00,
68262040,0000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
68263056,0000001C4,false,Rx,0,7,00,00,00,00,01,F7,FF,00,
68264188,0000001C5,false,Rx,0,7,00,00,00,00,01,F7,FF,00,
68279652,0000003FB,false,Rx,0,6,C7,90,01,10,F1,48,00,00,
68293164,00000012F,false,Rx,0,8,D4,21,86,1C,F2,01,30,09,
68295864,0000000A5,false,Rx,0,8,28,F0,9B,B7,79,00,00,F1,
68297216,0000003F9,false,Rx,0,8,FB,19,80,70,7C,44,2F,47,
68305056,000000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
68336016,0000002F9,false,Rx,0,6,00,FF,00,08,FF,F0,00,00,
68336984,0000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
68341904,0000002F7,false,Rx,0,6,02,99,51,11,11,F1,00,00,
68347648,0000001A6,false,Rx,0,8,00,00,00,00,00,00,D0,F5,
68349076,000000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
68350276,000000173,false,Rx,0,8,7B,F0,00,0E,30,00,FE,D0,
68353168,0000002ED,false,Rx,0,3,11,F5,01,00,00,00,00,00,
68355836,0000000E4,false,Rx,0,8,64,F1,86,7F,22,FF,7F,8E,
68356924,000000199,false,Rx,0,6,CD,F1,CF,7E,1D,B0,00,00,
68357908,00000019A,false,Rx,0,6,EC,F1,9B,7E,00,20,00,00,
68358888,00000019F,false,Rx,0,6,D6,F1,06,80,00,20,00,00,
68360008,000000289,false,Rx,0,8,C0,F2,E0,E0,E1,00,0C,00,
68361088,0000002BB,false,Rx,0,5,D4,F2,00,00,F2,00,00,00,
68362008,00000018F,false,Rx,0,5,2D,81,F1,FF,FF,00,00,00,
68362940,0000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
